word1,word2,POS,SimLex999,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),sim2W100S,sim10W100S,sim2W1000S,sim10W1000S
listen,obey,V,4.93,3.47,2.67,2,1.19,1,1.33,0.6832333,0.45105568,0.71538556,0.41365358
inform,notify,V,9.25,2.25,3.04,2,1.15,1,0.44,0.79321635,0.55254173,0.818996,0.6463736
receive,give,V,1.47,2.69,2.83,2,1.11,1,1.19,0.77189916,0.62112164,0.75470996,0.6076275
borrow,beg,V,2.62,3.1,2.96,2,1,1,1.89,0.5593338,0.29343635,0.5294195,0.41992322
take,obtain,V,7.1,3.06,3,2,0.9,1,1.01,0.57068473,0.5262823,0.5660264,0.49638847
advise,recommend,V,8.1,2.03,1.74,1,0.89,1,1.6,0.7331087,0.6390698,0.65962255,0.6307815
imitate,portray,V,6.75,2.66,2.18,1,0.89,1,1.13,0.82889545,0.6190486,0.7918873,0.64053583
win,succeed,V,7.9,2.67,2.33,1,0.89,1,1.83,0.5830368,0.54642135,0.6052717,0.5345729
think,decide,V,5.13,2.41,1.92,1,0.88,1,1.4,0.42960784,0.41337714,0.40815714,0.35081318
greet,meet,V,6.17,2.96,3,2,0.83,1,1.73,0.5131527,0.26860574,0.5189766,0.36448622
agree,argue,V,0.77,2.31,2.75,1,0.81,1,1.68,0.67894256,0.6482207,0.67290837,0.6443222
enjoy,entertain,V,5.92,2.29,2.55,1,0.79,1,1.27,0.6367198,0.5648583,0.6624197,0.51348007
destroy,make,V,1.6,3.08,2.67,2,0.78,1,1.72,0.6167794,0.521994,0.5846321,0.49709412
save,protect,V,6.58,2.42,2.86,2,0.74,1,0.44,0.68657565,0.6017774,0.66351765,0.58611834
give,lend,V,7.22,2.83,3.07,2,0.72,1,0.93,0.718448,0.73077464,0.70593697,0.71040666
understand,know,V,7.47,2.28,1.68,1,0.71,1,1.26,0.7574801,0.6906528,0.7284538,0.6725881
take,receive,V,5.08,3.06,2.69,2,0.7,1,0.48,0.60359263,0.52903986,0.60978734,0.5168164
accept,acknowledge,V,6.88,3.03,2.03,1,0.69,1,1.63,0.8258074,0.71457434,0.82333344,0.74581367
decide,choose,V,8.87,1.92,2.62,1,0.67,1,1.26,0.7718825,0.78887427,0.75961107,0.75584114
accept,believe,V,6.75,3.03,1.55,1,0.67,1,1.61,0.5709694,0.5296845,0.5530884,0.5130562
keep,possess,V,8.27,2.37,2.6,1,0.62,1,0.8,0.4798958,0.36809996,0.514326,0.37346223
roam,wander,V,8.83,2.85,2.28,1,0.61,1,0.89,0.7740608,0.37432554,0.6959466,0.48027235
succeed,fail,V,0.83,2.33,3,2,0.61,1,1.44,0.61282235,0.6305641,0.6181454,0.5783028
spend,save,V,0.55,2.93,2.42,2,0.61,1,1.06,0.6434494,0.56035805,0.6443979,0.56483203
leave,go,V,7.63,2.53,3.15,2,0.61,1,1.49,0.7230407,0.6830298,0.7105374,0.6861082
come,attend,V,8.1,2.72,3.17,2,0.61,1,1.6,0.2949765,0.16255409,0.31531885,0.14838831
know,believe,V,5.5,1.68,1.55,1,0.6,1,1.18,0.6516318,0.61752146,0.6202258,0.58675724
gather,meet,V,7.3,2.75,3,2,0.55,1,0.59,0.6889005,0.58492243,0.6710866,0.5655895
make,earn,V,7.62,2.67,2.39,1,0.54,1,1.92,0.62678754,0.52921957,0.60262233,0.500122
forget,ignore,V,3.07,2.04,2.22,1,0.5,1,1.25,0.6664319,0.5165438,0.66828114,0.43353158
multiply,add,V,2.7,2.79,3,2,0.5,1,1.8,0.5365818,0.41897792,0.52763236,0.4095567
shrink,grow,V,0.23,3.55,3.03,2,0.5,1,1.2,0.6533774,0.57195294,0.6669163,0.60832137
arrive,leave,V,1.33,3.22,2.53,2,0.49,1,1.48,0.62138003,0.53609127,0.6291126,0.5623043
succeed,try,V,3.98,2.33,2.22,1,0.48,1,1.35,0.5651934,0.5930589,0.548461,0.58010304
accept,deny,V,1.75,3.03,2.2,2,0.48,1,1.41,0.82137173,0.7803504,0.7848394,0.7629401
arrive,come,V,7.05,3.22,2.72,2,0.48,1,1.56,0.4568524,0.3770995,0.49465522,0.32137293
agree,differ,V,1.05,2.31,1.59,1,0.42,0,1.53,0.50095695,0.4869603,0.4981729,0.4387275
send,receive,V,1.08,2.7,2.69,2,0.42,0,1.53,0.69912314,0.6140924,0.6939954,0.5788652
win,dominate,V,5.68,2.67,2.12,1,0.41,0,1.74,0.301468,0.29744387,0.36143258,0.2620533
add,divide,V,2.3,3,2.86,2,0.41,0,1.25,0.5746101,0.49392402,0.5759194,0.46992573
kill,choke,V,4.92,3.9,3.97,3,0.41,0,1.48,0.28462303,0.19976786,0.21300766,0.17202665
acquire,get,V,8.82,2.93,2.38,2,0.39,0,0.94,0.69162226,0.6465121,0.68231606,0.6281311
participate,join,V,7.7,2.59,2.86,2,0.39,0,1.69,0.6739307,0.62344635,0.64261144,0.5977095
leave,remain,V,2.53,2.53,1.96,1,0.34,0,1.36,0.5944187,0.540401,0.5495274,0.5260096
go,enter,V,4,3.15,3.12,2,0.34,0,1.43,0.7109536,0.7362859,0.7146721,0.67554516
take,carry,V,5.23,3.06,4.04,2,0.34,0,0.44,0.6140547,0.62730205,0.5947798,0.54411376
forget,learn,V,1.18,2.04,2.2,1,0.33,0,1.65,0.63300407,0.5161316,0.6804118,0.53972834
appoint,elect,V,8.17,2.24,2.41,1,0.33,0,1.51,0.882314,0.83414155,0.888266,0.8079661
engage,marry,V,5.43,2.07,3.03,1,0.33,0,1.12,0.6086043,0.4536112,0.5657016,0.45934248
ask,pray,V,3.72,2.52,3.21,2,0.33,0,1.63,0.82853085,0.706519,0.8063564,0.7150543
go,send,V,3.75,3.15,2.7,2,0.33,0,0.77,0.6828546,0.6352841,0.66433424,0.6273984
take,deliver,V,4.37,3.06,3.12,2,0.33,0,1.16,0.5948413,0.5648555,0.59345657,0.5487467
speak,hear,V,3.02,3.7,3.66,2,0.33,0,0.76,0.60684574,0.5947523,0.61247694,0.62988114
analyze,evaluate,V,8.03,2.3,1.85,1,0.28,0,0.49,0.85647637,0.7598189,0.81021774,0.7435557
argue,rationalize,V,4.2,2.75,1.52,1,0.28,0,1.21,0.5183645,0.35236368,0.4313214,0.28441778
lose,keep,V,1.05,2.25,2.37,1,0.28,0,1.57,0.7269012,0.69046146,0.7170829,0.6197791
compare,analyze,V,8.1,2.52,2.3,1,0.28,0,0.84,0.61406595,0.4502712,0.57561266,0.46972752
disorganize,organize,V,1.45,2.44,2.72,1,0.28,0,1.3,0,0,0,0
go,allow,V,3.62,3.15,2.41,2,0.28,0,1.53,0.39746863,0.39414847,0.38405675,0.3918846
take,possess,V,7.2,3.06,2.6,2,0.28,0,1.14,0.43840113,0.33584753,0.44157118,0.2940985
learn,listen,V,3.88,2.2,3.47,2,0.28,0,1.65,0.7002352,0.71064395,0.65966463,0.6883425
destroy,construct,V,0.92,3.08,2.6,2,0.28,0,1.78,0.5492678,0.41722614,0.5574561,0.4270785
create,build,V,8.48,2.62,3.71,2,0.28,0,1.14,0.7850052,0.7299097,0.7656665,0.7198086
steal,buy,V,1.13,3.84,3.35,2,0.28,0,0.95,0.7557435,0.6040933,0.7552727,0.59019184
kill,hang,V,4.45,3.9,3.7,3,0.28,0,1.43,0.5963902,0.56764096,0.59190434,0.55369157
forget,know,V,0.92,2.04,1.68,1,0.27,0,1.6,0.7108273,0.63109595,0.681431,0.6107268
create,imagine,V,5.13,2.62,1.53,1,0.27,0,1.7,0.5876684,0.42381948,0.5922136,0.43281975
do,happen,V,4.23,2.46,1.78,1,0.27,0,1.02,0.51892316,0.32408768,0.5178465,0.29085138
win,accomplish,V,7.85,2.67,2.33,1,0.27,0,0.8,0.3872377,0.31841072,0.37803003,0.28919467
give,deny,V,1.43,2.83,2.2,1,0.27,0,1.36,0.63674897,0.61161375,0.6215329,0.56364805
deserve,earn,V,5.8,1.69,2.39,1,0.23,0,0.62,0.54461,0.3247397,0.51842695,0.24125454
get,put,V,1.98,2.38,2.5,1,0.22,0,1.33,0.54648995,0.44153944,0.5009111,0.4145159
locate,find,V,8.73,2.97,2.63,2,0.22,0,1.54,0.73243517,0.70416814,0.70375925,0.66452885
appear,attend,V,6.28,3.13,3.17,2,0.22,0,1.47,0.34046286,0.17740466,0.32470155,0.17207317
know,comprehend,V,7.63,1.68,1.86,1,0.21,0,1.39,0.6002402,0.48740804,0.5341267,0.49140137
pretend,imagine,V,8.47,2.11,1.53,1,0.21,0,1.63,0.8199759,0.63692266,0.76145893,0.5699889
satisfy,please,V,7.67,2.04,1.64,1,0.21,0,1.74,0.5079026,0.44539657,0.529619,0.43591303
cherish,keep,V,4.85,1.73,2.37,1,0.21,0,1.78,0.28059554,0.20940606,0.39452368,0.15228748
argue,differ,V,5.15,2.75,1.59,1,0.21,0,1.22,0.42789364,0.32491216,0.38954014,0.3317899
overcome,dominate,V,6.25,2.28,2.12,1,0.21,0,1.58,0.46275386,0.34801567,0.4775164,0.34460115
behave,obey,V,7.3,1.78,2.67,1,0.21,0,1.24,0.4942656,0.50970083,0.5240538,0.49526557
cooperate,participate,V,6.43,1.87,2.59,1,0.21,0,1.5,0.5993521,0.57702065,0.66223675,0.566523
achieve,try,V,4.42,2.29,2.22,1,0.21,0,1.14,0.49072945,0.5237654,0.4793663,0.51793754
fail,discourage,V,3.33,3,1.9,1,0.21,0,1.2,0.6715816,0.6338772,0.64740586,0.607116
begin,quit,V,1.28,2.56,2.56,1,0.21,0,1.53,0.37798682,0.37627786,0.3769945,0.28182396
say,participate,V,3.82,2.58,2.59,1,0.21,0,1.3,0.26798934,0.23097534,0.28476027,0.19521765
come,bring,V,2.42,2.72,2.55,2,0.21,0,1.03,0.49782324,0.5133912,0.56449074,0.49467796
declare,announce,V,9.08,2,3.31,2,0.21,0,1.56,0.72911954,0.66424567,0.7443466,0.605235
read,comprehend,V,4.7,3.56,1.86,2,0.21,0,1.75,0.447761,0.19983946,0.38615817,0.26821145
take,leave,V,2.47,3.06,2.53,2,0.21,0,0.8,0.5941598,0.53853804,0.5669267,0.50974715
proclaim,announce,V,8.18,2.36,3.31,2,0.21,0,1.58,0.78848004,0.5516671,0.8223667,0.6164956
acquire,obtain,V,8.57,2.93,3,2,0.21,0,1.96,0.8563315,0.7710307,0.8405454,0.76644295
conclude,decide,V,7.75,1.78,1.92,1,0.2,0,1.17,0.61413306,0.5658054,0.64206475,0.5069617
please,plead,V,2.98,1.64,2.59,1,0.2,0,1.18,0.5935647,0.460917,0.5822257,0.44566607
argue,prove,V,4.83,2.75,1.83,1,0.2,0,0.62,0.58887076,0.61756814,0.60449857,0.5869111
ask,plead,V,6.47,2.52,2.59,1,0.2,0,1.62,0.7145086,0.64203554,0.69126296,0.5667599
find,disappear,V,0.77,2.63,2.86,2,0.2,0,1.04,0.5259235,0.48002014,0.5468863,0.49634203
inspect,examine,V,8.75,3.31,2.86,2,0.2,0,1.39,0.76158553,0.50562346,0.6998007,0.57633895
verify,justify,V,4.08,2.1,1.45,1,0.17,0,1.11,0.83205783,0.67393494,0.8050592,0.6543421
assume,predict,V,4.85,1.75,2,1,0.17,0,1.02,0.78691626,0.6629634,0.79585916,0.6652624
learn,evaluate,V,4.17,2.2,1.85,1,0.17,0,0.88,0.58169025,0.5161673,0.60980123,0.49459973
argue,justify,V,5,2.75,1.45,1,0.17,0,1.13,0.42397016,0.5348936,0.4590943,0.4971626
make,become,V,4.77,2.67,1.54,1,0.17,0,0.82,0.50604486,0.39954698,0.41970754,0.38040182
discover,originate,V,4.83,2.37,2.23,1,0.17,0,1.33,0.43189034,0.14172846,0.43722552,0.18043251
achieve,succeed,V,7.5,2.29,2.33,1,0.17,0,1.29,0.5901447,0.6202945,0.6028142,0.5885855
give,put,V,3.65,2.83,2.5,2,0.17,0,1.47,0.54516304,0.48618883,0.50286597,0.4478793
understand,listen,V,4.68,2.28,3.47,2,0.17,0,1.66,0.6528936,0.59820604,0.63778734,0.54014224
expand,grow,V,8.27,3.36,3.03,2,0.17,0,1.28,0.67529154,0.6292925,0.66999006,0.6222782
borrow,sell,V,1.73,3.1,3.35,2,0.17,0,1.21,0.6367829,0.44287604,0.62422514,0.4757652
keep,protect,V,5.4,2.37,2.86,2,0.15,0,1.26,0.7395813,0.63184345,0.69856036,0.60243726
explain,prove,V,4.1,1.97,1.83,1,0.14,0,1.29,0.80163693,0.7822648,0.7640639,0.7756795
assume,pretend,V,3.72,1.75,2.11,1,0.14,0,1.15,0.70947355,0.4866468,0.63754267,0.40618855
agree,please,V,4.13,2.31,1.64,1,0.14,0,1.7,0.45126483,0.3784693,0.49059984,0.3556124
forgive,forget,V,3.92,1.92,2.04,1,0.14,0,1.5,0.7886719,0.6792208,0.728734,0.63881
clarify,explain,V,8.33,2.07,1.97,1,0.14,0,1.74,0.8292623,0.7095128,0.8208551,0.6809369
understand,forgive,V,4.87,2.28,1.92,1,0.14,0,1.32,0.5865124,0.43927836,0.5926256,0.4192759
remind,forget,V,0.87,2.19,2.04,1,0.14,0,1.56,0.7100505,0.71982217,0.7046827,0.5707713
get,remain,V,1.6,2.38,1.96,1,0.14,0,1.68,0.55000955,0.38908455,0.47139052,0.39121243
realize,discover,V,7.47,2.03,2.37,1,0.14,0,0.59,0.87931716,0.7860672,0.86836725,0.7747193
require,inquire,V,1.82,2.07,2.38,1,0.14,0,1.06,0.2055168,0.120652504,0.19422774,0.086608805
ignore,ask,V,1.07,2.22,2.52,1,0.14,0,1.27,0.69785666,0.64301777,0.7049291,0.5665083
think,inquire,V,4.77,2.41,2.38,1,0.14,0,1.23,0.3496205,0.3926063,0.362968,0.32432804
reject,avoid,V,4.78,2.4,2.41,1,0.14,0,1.36,0.504753,0.39209703,0.5149031,0.38769868
argue,persuade,V,6.23,2.75,2.07,1,0.14,0,1.7,0.38242048,0.26084986,0.34782875,0.20155868
pursue,persuade,V,3.17,2.83,2.07,1,0.14,0,1.39,0.7439778,0.67474186,0.71781665,0.6419269
accept,forgive,V,3.73,3.03,1.92,1,0.14,0,1.75,0.70089465,0.51162434,0.67245615,0.47402418
do,quit,V,1.17,2.46,2.56,1,0.14,0,1.81,0.28704315,0.2098545,0.28034073,0.16062997
investigate,examine,V,8.1,2.27,2.86,1,0.14,0,1.31,0.8503349,0.8289882,0.8556537,0.7540928
discuss,explain,V,6.67,3.17,1.97,1,0.14,0,1.53,0.6867005,0.541376,0.70268476,0.48386934
owe,lend,V,2.32,2.07,3.07,1,0.14,0,0.82,0.71613353,0.7254266,0.7317319,0.72612286
explore,discover,V,8.48,2.9,2.37,2,0.14,0,1.33,0.7939063,0.7061589,0.78601134,0.7237536
complain,argue,V,4.8,2.6,2.75,2,0.14,0,0.9,0.56100184,0.45956752,0.6169233,0.5250122
withdraw,reject,V,6.38,3.04,2.4,2,0.14,0,1.97,0.5264125,0.2928461,0.516999,0.33481428
keep,borrow,V,2.25,2.37,3.1,2,0.14,0,1.29,0.5803552,0.36100605,0.5572142,0.41770986
beg,ask,V,6,2.96,2.52,2,0.14,0,1.58,0.71390593,0.5883466,0.6256949,0.5915464
arrange,organize,V,8.27,2.79,2.72,2,0.14,0,1.1,0.7982552,0.6620663,0.79058546,0.5951899
reduce,shrink,V,8.02,2,3.55,2,0.14,0,1.82,0.44723827,0.4451903,0.4088551,0.4380032
speak,acknowledge,V,4.67,3.7,2.03,2,0.14,0,1.47,0.5061608,0.42536038,0.49730673,0.419236
give,borrow,V,2.22,2.83,3.1,2,0.14,0,1.63,0.56328744,0.3724519,0.5484712,0.32749072
kill,defend,V,2.63,3.9,2.31,2,0.14,0,0.85,0.65203124,0.6555595,0.653509,0.6227731
disappear,shrink,V,5.8,2.86,3.55,2,0.14,0,1,0.72297484,0.6534341,0.6957394,0.5890032
deliver,carry,V,3.88,3.12,4.04,2,0.14,0,1.44,0.78867894,0.735622,0.7740156,0.71431005
breathe,choke,V,1.37,4.07,3.97,3,0.14,0,2.02,0.46703812,0.46670502,0.43505076,0.33581463
acknowledge,notify,V,5.3,2.03,3.04,1,0.13,0,0.62,0.6821804,0.39219368,0.62353873,0.31484243
become,seem,V,2.63,1.54,1.75,1,0.11,0,1.79,0.33619088,0.22278917,0.30341265,0.22676316
pretend,seem,V,4.68,2.11,1.75,1,0.11,0,1.63,0.61850923,0.3949183,0.60326034,0.2574334
accomplish,become,V,4,2.33,1.54,1,0.11,0,0.85,0.32782888,0.3251533,0.27909473,0.3230015
contemplate,think,V,8.82,1.71,2.41,1,0.11,0,1.59,0.431204,0.347027,0.48530668,0.30612966
determine,predict,V,5.8,2.13,2,1,0.11,0,1.37,0.78334224,0.75792915,0.790533,0.728348
please,entertain,V,5,1.64,2.55,1,0.11,0,0.71,0.5309343,0.30449015,0.49273074,0.27564147
remain,retain,V,5.75,1.96,2.32,1,0.11,0,1.12,0.5744605,0.59804326,0.56752974,0.60214996
pretend,portray,V,7.03,2.11,2.18,1,0.11,0,1.64,0.68390274,0.4685275,0.58349496,0.4828019
forget,retain,V,0.63,2.04,2.32,1,0.11,0,1.68,0.5213152,0.3236799,0.48977306,0.24245602
want,choose,V,4.78,1.93,2.62,1,0.11,0,1.56,0.6833319,0.60126895,0.6894175,0.55890393
lose,get,V,0.77,2.25,2.38,1,0.11,0,1.33,0.7384733,0.6381686,0.6957888,0.63011706
try,think,V,2.62,2.22,2.41,1,0.11,0,1.45,0.43848622,0.41418883,0.4250188,0.43526247
become,appear,V,4.77,1.54,3.13,1,0.11,0,1.51,0.33136111,0.25425598,0.3179098,0.22709674
leave,ignore,V,4.42,2.53,2.22,1,0.11,0,1.33,0.5866071,0.48159602,0.58154976,0.45582527
accept,recommend,V,2.75,3.03,1.74,1,0.11,0,1.01,0.7029803,0.5101432,0.6939057,0.5299213
leave,wander,V,3.57,2.53,2.28,1,0.11,0,1.33,0.5459936,0.30511922,0.4895362,0.32983184
keep,give,V,1.05,2.37,2.83,2,0.11,0,1.03,0.71034074,0.7121727,0.6994163,0.6770544
give,allow,V,5.15,2.83,2.41,2,0.11,0,1.32,0.6232208,0.5196431,0.5931755,0.47686112
bring,send,V,2.97,2.55,2.7,2,0.11,0,0.88,0.76720726,0.74338573,0.7600466,0.7241107
absorb,learn,V,5.48,3.11,2.2,2,0.11,0,1.16,0.5407916,0.36041903,0.57940763,0.38317534
acquire,find,V,6.38,2.93,2.63,2,0.11,0,1.74,0.7154189,0.62308526,0.68413484,0.60007787
leave,appear,V,0.97,2.53,3.13,2,0.11,0,1.45,0.42318505,0.3037457,0.405561,0.24499856
create,destroy,V,0.63,2.62,3.08,2,0.11,0,1.1,0.61006385,0.60588884,0.6009884,0.5643419
begin,go,V,7.42,2.56,3.15,2,0.11,0,1.24,0.556566,0.5969657,0.56616354,0.57829237
get,buy,V,5.08,2.38,3.35,2,0.11,0,1.02,0.7137586,0.73209834,0.7155981,0.70443696
collect,save,V,6.67,3.34,2.42,2,0.11,0,0.44,0.76072395,0.69738567,0.742319,0.68036205
replace,restore,V,5.73,3,2.79,2,0.11,0,1.08,0.66409373,0.5790325,0.62563634,0.5841505
join,add,V,8.1,2.86,3,2,0.11,0,0.88,0.43117973,0.3858666,0.42745024,0.40652674
join,marry,V,5.35,2.86,3.03,2,0.11,0,1.41,0.6577359,0.60962313,0.6515077,0.5712308
accept,deliver,V,1.58,3.03,3.12,2,0.11,0,1.37,0.68173516,0.5181108,0.68373835,0.48500594
attach,join,V,7.75,3.33,2.86,2,0.11,0,0.94,0.5342192,0.41206113,0.5302187,0.44499192
put,hang,V,3,2.5,3.7,2,0.11,0,1.49,0.5317492,0.37555587,0.47326934,0.3225835
go,sell,V,0.97,3.15,3.35,2,0.11,0,0.9,0.56679046,0.50409174,0.58148575,0.45338577
communicate,pray,V,3.55,3.43,3.21,2,0.11,0,1.38,0.52509075,0.36193818,0.5386575,0.35672787
give,steal,V,0.5,2.83,3.84,2,0.11,0,0.62,0.6915619,0.5129165,0.64322877,0.48328656
add,build,V,4.92,3,3.71,2,0.11,0,1.1,0.6700358,0.5142093,0.6343487,0.5232671
bring,restore,V,2.62,2.55,2.79,2,0.1,0,0.74,0.72032106,0.68372744,0.68826056,0.66504204
comprehend,satisfy,V,2.55,1.86,2.04,1,0,0,1,0.79335123,0.6259782,0.7801594,0.58529085
portray,decide,V,1.18,2.18,1.92,1,0,0,1.37,0.52262276,0.342939,0.49232462,0.3065117
organize,become,V,1.77,2.72,1.54,1,0,0,1.86,0.28581786,0.18454666,0.27708817,0.2244089
give,know,V,0.88,2.83,1.68,1,0,0,1.12,0.47776476,0.40936533,0.47020632,0.442861
say,verify,V,4.9,2.58,2.1,1,0,0,0.65,0.59182155,0.5428905,0.52281886,0.444732
cooperate,join,V,5.18,1.87,2.86,1,0,0,0.36,0.71505207,0.6520675,0.6786596,0.62603
arrange,require,V,0.98,2.79,2.07,1,0,0,1.72,0.540549,0.41534534,0.50601774,0.33941373
borrow,want,V,1.77,3.1,1.93,1,0,0,1.22,0.5145845,0.27729437,0.5075422,0.33000425
investigate,pursue,V,7.15,2.27,2.83,1,0,0,0.56,0.6924961,0.59876066,0.68573713,0.58145595
ignore,explore,V,0.4,2.22,2.9,1,0,0,1.19,0.7474564,0.61366165,0.80828714,0.6150876
bring,complain,V,0.98,2.55,2.6,1,0,0,1.57,0.62527734,0.3746056,0.6100225,0.33044058
enter,owe,V,0.68,3.12,2.07,1,0,0,1.67,0.40988716,0.34340236,0.39072642,0.37282547
portray,notify,V,0.78,2.18,3.04,2,0,0,1.17,0.6259077,0.09469059,0.5937761,0.16861482
remind,sell,V,0.4,2.19,3.35,2,0,0,1.61,0.48825616,0.291294,0.48158008,0.30516508
absorb,possess,V,5,3.11,2.6,2,0,0,1.15,0.69881785,0.61992097,0.7007914,0.6160622
join,acquire,V,2.85,2.86,2.93,2,0,0,0.99,0.5356054,0.48312104,0.5177351,0.48961073
send,attend,V,1.67,2.7,3.17,2,0,0,1.44,0.61636543,0.5794119,0.5915259,0.5734655
gather,attend,V,4.8,2.75,3.17,2,0,0,1.97,0.60625863,0.5338133,0.6176985,0.528668
absorb,withdraw,V,2.97,3.11,3.04,2,0,0,1.75,0.5491751,0.35714296,0.5911211,0.33001155
attend,arrive,V,6.08,3.17,3.22,2,0,0,1.18,0.56256485,0.31258604,0.539126,0.34883106
